COLLECTION,DATASET_NAME,PROC_LEVEL,DS_START_DATE,DS_STOP_DATE,DS_N_LAT,DS_S_LAT,DS_W_LON,DS_E_LON,LOCATION,FORMAT,TEMP_RESOLUTION,SPATIAL_RESOLUTION,CONTACT,PHONE,INV_NAME,BROWSE_AVAIL,DIF,DS_COMMENTS,IMS_VISIBLE,DS_SHORT_NAME,DIF_ORIGIN,SDPN,RESTRICTED_COMMENTS,IMS_DATE,DS_FTP_URL,LOCAL_VISIBLE,LOCAL_DATE,TRANS_START_DATE,TRANS_STOP_DATE,TRANS_NEW_HOME,LAST_REVIEW_DATE,DISPLAY_DS_NAME,SPONSOR,CATALOG_NAME,SUB_INV,DP_VISIBLE,DP_DATE,DS_TYPE,DP_DIR_PATH,NAV_INV,NAV_DS,BR_FTP_PATH,DATA_LOC,SUBSET_AVAIL,VERSION,COORD_SYSTEM,GRANULE_SPATIAL_REPR,ECHOID,DP_START_DATE,DP_STOP_DATE,REGISTRATION,PERIODIC_UPDATE,INV_COORD,ENTERED,PUSH_LOCALPATH,PUSH_ENABLED,PUSH_DISABLEDBY,PUSH_DISABLEDON,PUSH_BECAUSE
SSM/I Products,RSS SSMIS OCEAN PRODUCT GRIDS 3-DAY AVERAGE FROM DMSP F17 NETCDF,2,12-Dec-06,,90,-90,-180,180,GLOBAL,NETCDF,3 DAY,.25x.25 degree grid,FRANK WENTZ,707-545-2904,SSMI_INV,Y,rssmif17d3d,"This dataset is part of the collection of Special Sensor Microwave/Imager (SSM/I) and Special Sensor Microwave Imager Sounder (SSMIS) data products produced as part of NASA's MEaSUREs Program.  Remote Sensing Systems generates SSM/I and SSMIS binary data products using a unified, physically based algorithm to simultaneously retrieve ocean wind speed (at 10 meters), water vapor, cloud water, and rain rate.  The SSMIS data have been carefully intercalibrated on the brightness temperature level with the previous SSM/I and therefore extend this important time series of ocean winds, vapor, cloud and rain values.  This algorithm is a product of 20 years of refinements, improvements, and verifications.  The Global Hydrology Resource Center has reformatted the binary data into a netCDF data product for each temporal group for each satellite.  The netCDF SSMI/SSMIS collection will be available for F8, F10, F11, F12, F14, F15, F17 for each temporal aggregation: daily, 3-day, weekly and monthly.",Y,rssmif17d3d,GHRC,,,2-Jul-12,,Y,2-Jul-12,,,,12-Dec-12,RSS SSMIS Ocean Product Grids 3-Day Average from DMSP F17 netCDF,DISCOVER,,,N,,,/ftp/public/pub/ssmis/f17/3day/data/,,,,GHRC-LT01,N,7,CARTESIAN,CARTESIAN,RSS SSMIS OCEAN PRODUCT GRIDS 3-DAY AVERAGE FROM DMSP F17 NETCDF V7,,,0,1,0,13-Jun-12,,,,,
SSM/I Products,RSS SSMIS OCEAN PRODUCT GRIDS WEEKLY AVERAGE FROM DMSP F17 NETCDF,2,10-Dec-06,,90,-90,-180,180,GLOBAL,NETCDF,WEEKLY,.25x.25 degree grid,FRANK WENTZ,707-545-2904,SSMI_INV,Y,rssmif17w,"This dataset is part of the collection of Special Sensor Microwave/Imager (SSM/I) and Special Sensor Microwave Imager Sounder (SSMIS) data products produced as part of NASA's MEaSUREs Program.  Remote Sensing Systems generates SSM/I and SSMIS binary data products using a unified, physically based algorithm to simultaneously retrieve ocean wind speed (at 10 meters), water vapor, cloud water, and rain rate.  The SSMIS data have been carefully intercalibrated on the brightness temperature level with the previous SSM/I and therefore extend this important time series of ocean winds, vapor, cloud and rain values.  This algorithm is a product of 20 years of refinements, improvements, and verifications.  The Global Hydrology Resource Center has reformatted the binary data into a netCDF data product for each temporal group for each satellite.  The netCDF SSMI/SSMIS collection will be available for F8, F10, F11, F12, F14, F15, F17 for each temporal aggregation: daily, 3-day, weekly and monthly.",Y,rssmif17w,GHRC,,,2-Jul-12,,Y,2-Jul-12,,,,12-Dec-12,RSS SSMIS Ocean Product Grids Weekly Average from DMSP F17 netCDF,DISCOVER,,,N,,,/ftp/public/pub/ssmis/f17/weekly/data/,,,,GHRC-LT01,N,7,CARTESIAN,CARTESIAN,RSS SSMIS OCEAN PRODUCT GRIDS WEEKLY AVERAGE FROM DMSP F17 NETCDF V7,,,0,1,0,13-Jun-12,,,,,
SSM/I Products,RSS SSMIS OCEAN PRODUCT GRIDS MONTHLY AVERAGE FROM DMSP F17 NETCDF,2,1-Dec-06,,90,-90,-180,180,GLOBAL,NETCDF,MONTHLY,.25x.25 degree grid,FRANK WENTZ,707-545-2904,SSMI_INV,Y,rssmif17m,"This dataset is part of the collection of Special Sensor Microwave/Imager (SSM/I) and Special Sensor Microwave Imager Sounder (SSMIS) data products produced as part of NASA's MEaSUREs Program.  Remote Sensing Systems generates SSM/I and SSMIS binary data products using a unified, physically based algorithm to simultaneously retrieve ocean wind speed (at 10 meters), water vapor, cloud water, and rain rate.  The SSMIS data have been carefully intercalibrated on the brightness temperature level with the previous SSM/I and therefore extend this important time series of ocean winds, vapor, cloud and rain values.  This algorithm is a product of 20 years of refinements, improvements, and verifications.  The Global Hydrology Resource Center has reformatted the binary data into a netCDF data product for each temporal group for each satellite.  The netCDF SSMI/SSMIS collection will be available for F8, F10, F11, F12, F14, F15, F17 for each temporal aggregation: daily, 3-day, weekly and monthly.",Y,rssmif17m,GHRC,,,2-Jul-12,,Y,2-Jul-12,,,,12-Dec-12,RSS SSMIS Ocean Product Grids Monthly Average from DMSP F17 netCDF,DISCOVER,,,N,,,/ftp/public/pub/ssmis/f17/monthly/data/,,,,GHRC-LT01,N,7,CARTESIAN,CARTESIAN,RSS SSMIS OCEAN PRODUCT GRIDS MONTHLY AVERAGE FROM DMSP F17 NETCDF V7,,,0,1,0,13-Jun-12,,,,,
SSM/I Products,RSS SSM/I OCEAN PRODUCT GRIDS DAILY FROM DMSP F15 NETCDF,2,18-Dec-99,31-Dec-11,90,-90,-180,180,GLOBAL,NETCDF,DAILY,.25x.25 degree grid,FRANK WENTZ,707-545-2904,SSMI_INV,Y,rssmif15d,"This dataset is part of the collection of Special Sensor Microwave/Imager (SSM/I) and Special Sensor Microwave Imager Sounder (SSMIS) data products produced as part of NASA's MEaSUREs Program.  Remote Sensing Systems generates SSM/I and SSMIS binary data products using a unified, physically based algorithm to simultaneously retrieve ocean wind speed (at 10 meters), water vapor, cloud water, and rain rate.  The SSMIS data have been carefully intercalibrated on the brightness temperature level with the previous SSM/I and therefore extend this important time series of ocean winds, vapor, cloud and rain values.  This algorithm is a product of 20 years of refinements, improvements, and verifications.  The Global Hydrology Resource Center has reformatted the binary data into a netCDF data product for each temporal group for each satellite.  The netCDF SSMI/SSMIS collection will be available for F8, F10, F11, F12, F14, F15, F17 for each temporal aggregation: daily, 3-day, weekly and monthly.",Y,rssmif15d,GHRC,,,8-Aug-12,,Y,8-Aug-12,,,,7-Aug-12,RSS SSM/I Ocean Product Grids Daily from DMSP F15 netCDF,DISCOVER,,,N,,,/ftp/public/pub/ssmi/f15/daily/data/,,,,GHRC-LT01,N,7,CARTESIAN,CARTESIAN,RSS SSM/I OCEAN PRODUCT GRIDS DAILY FROM DMSP F15 NETCDF V7,,,0,0,0,28-Jun-12,,,,,
SSM/I Products,RSS SSM/I OCEAN PRODUCT GRIDS 3-DAY AVERAGE FROM DMSP F15 NETCDF,2,16-Dec-99,31-Dec-11,90,-90,-180,180,GLOBAL,NETCDF,3 DAY,.25x.25 degree grid,FRANK WENTZ,707-545-2904,SSMI_INV,Y,rssmif15d3d,"This dataset is part of the collection of Special Sensor Microwave/Imager (SSM/I) and Special Sensor Microwave Imager Sounder (SSMIS) data products produced as part of NASA's MEaSUREs Program.  Remote Sensing Systems generates SSM/I and SSMIS binary data products using a unified, physically based algorithm to simultaneously retrieve ocean wind speed (at 10 meters), water vapor, cloud water, and rain rate.  The SSMIS data have been carefully intercalibrated on the brightness temperature level with the previous SSM/I and therefore extend this important time series of ocean winds, vapor, cloud and rain values.  This algorithm is a product of 20 years of refinements, improvements, and verifications.  The Global Hydrology Resource Center has reformatted the binary data into a netCDF data product for each temporal group for each satellite.  The netCDF SSMI/SSMIS collection will be available for F8, F10, F11, F12, F14, F15, F17 for each temporal aggregation: daily, 3-day, weekly and monthly.",Y,rssmif15d3d,GHRC,,,8-Aug-12,,Y,8-Aug-12,,,,7-Aug-12,RSS SSM/I Ocean Product Grids 3-Day Average from DMSP F15 netCDF,DISCOVER,,,N,,,/ftp/public/pub/ssmi/f15/3day/data/,,,,GHRC-LT01,N,7,CARTESIAN,CARTESIAN,RSS SSM/I OCEAN PRODUCT GRIDS 3-DAY AVERAGE FROM DMSP F15 NETCDF V7,,,0,0,0,28-Jun-12,,,,,
SSM/I Products,RSS SSM/I OCEAN PRODUCT GRIDS MONTHLY AVERAGE FROM DMSP F15 NETCDF,2,1-Dec-99,31-Dec-11,90,-90,-180,180,GLOBAL,NETCDF,MONTHLY,.25x.25 degree grid,FRANK WENTZ,707-545-2904,SSMI_INV,Y,rssmif15m,"This dataset is part of the collection of Special Sensor Microwave/Imager (SSM/I) and Special Sensor Microwave Imager Sounder (SSMIS) data products produced as part of NASA's MEaSUREs Program.  Remote Sensing Systems generates SSM/I and SSMIS binary data products using a unified, physically based algorithm to simultaneously retrieve ocean wind speed (at 10 meters), water vapor, cloud water, and rain rate.  The SSMIS data have been carefully intercalibrated on the brightness temperature level with the previous SSM/I and therefore extend this important time series of ocean winds, vapor, cloud and rain values.  This algorithm is a product of 20 years of refinements, improvements, and verifications.  The Global Hydrology Resource Center has reformatted the binary data into a netCDF data product for each temporal group for each satellite.  The netCDF SSMI/SSMIS collection will be available for F8, F10, F11, F12, F14, F15, F17 for each temporal aggregation: daily, 3-day, weekly and monthly.",Y,rssmif15m,GHRC,,,8-Aug-12,,Y,8-Aug-12,,,,7-Aug-12,RSS SSM/I Ocean Product Grids Monthly Average from DMSP F15 netCDF,DISCOVER,,,N,,,/ftp/public/pub/ssmi/f15/monthly/data/,,,,GHRC-LT01,N,7,CARTESIAN,CARTESIAN,RSS SSM/I OCEAN PRODUCT GRIDS MONTHLY AVERAGE FROM DMSP F15 NETCDF V7,,,0,0,0,28-Jun-12,,,,,
SSM/I Products,RSS SSM/I OCEAN PRODUCT GRIDS WEEKLY AVERAGE FROM DMSP F15 NETCDF,2,12-Dec-99,31-Dec-11,90,-90,-180,180,GLOBAL,NETCDF,WEEKLY,.25x.25 degree grid,FRANK WENTZ,707-545-2904,SSMI_INV,Y,rssmif15w,"This dataset is part of the collection of Special Sensor Microwave/Imager (SSM/I) and Special Sensor Microwave Imager Sounder (SSMIS) data products produced as part of NASA's MEaSUREs Program.  Remote Sensing Systems generates SSM/I and SSMIS binary data products using a unified, physically based algorithm to simultaneously retrieve ocean wind speed (at 10 meters), water vapor, cloud water, and rain rate.  The SSMIS data have been carefully intercalibrated on the brightness temperature level with the previous SSM/I and therefore extend this important time series of ocean winds, vapor, cloud and rain values.  This algorithm is a product of 20 years of refinements, improvements, and verifications.  The Global Hydrology Resource Center has reformatted the binary data into a netCDF data product for each temporal group for each satellite.  The netCDF SSMI/SSMIS collection will be available for F8, F10, F11, F12, F14, F15, F17 for each temporal aggregation: daily, 3-day, weekly and monthly.",Y,rssmif15w,GHRC,,,8-Aug-12,,Y,8-Aug-12,,,,7-Aug-12,RSS SSM/I Ocean Product Grids Weekly Average from DMSP F15 netCDF,DISCOVER,,,N,,,/ftp/public/pub/ssmi/f15/weekly/data/,,,,GHRC-LT01,N,7,CARTESIAN,CARTESIAN,RSS SSM/I OCEAN PRODUCT GRIDS WEEKLY AVERAGE FROM DMSP F15 NETCDF V7,,,0,0,0,28-Jun-12,,,,,
SSM/I Products,RSS SSM/I OCEAN PRODUCT GRIDS DAILY FROM DMSP F14 NETCDF,2,8-May-97,8-Aug-08,90,-90,-180,180,GLOBAL,NETCDF,DAILY,.25x.25 degree grid,FRANK WENTZ,707-545-2904,SSMI_INV,Y,rssmif14d,"This dataset is part of the collection of Special Sensor Microwave/Imager (SSM/I) and Special Sensor Microwave Imager Sounder (SSMIS) data products produced as part of NASA's MEaSUREs Program.  Remote Sensing Systems generates SSM/I and SSMIS binary data products using a unified, physically based algorithm to simultaneously retrieve ocean wind speed (at 10 meters), water vapor, cloud water, and rain rate.  The SSMIS data have been carefully intercalibrated on the brightness temperature level with the previous SSM/I and therefore extend this important time series of ocean winds, vapor, cloud and rain values.  This algorithm is a product of 20 years of refinements, improvements, and verifications.  The Global Hydrology Resource Center has reformatted the binary data into a netCDF data product for each temporal group for each satellite.  The netCDF SSMI/SSMIS collection will be available for F8, F10, F11, F12, F14, F15, F17 for each temporal aggregation: daily, 3-day, weekly and monthly.",Y,rssmif14d,GHRC,,,8-Aug-12,,Y,8-Aug-12,,,,7-Aug-12,RSS SSM/I Ocean Product Grids Daily from DMSP F14 netCDF,DISCOVER,,,N,,,/ftp/public/pub/ssmi/f14/daily/data/,,,,GHRC-LT01,N,7,CARTESIAN,CARTESIAN,RSS SSM/I OCEAN PRODUCT GRIDS DAILY FROM DMSP F14 NETCDF V7,,,0,0,0,28-Jun-12,,,,,
SSM/I Products,RSS SSM/I OCEAN PRODUCT GRIDS 3-DAY AVERAGE FROM DMSP F14 NETCDF,2,6-May-97,8-Aug-08,90,-90,-180,180,GLOBAL,NETCDF,3 DAY,.25x.25 degree grid,FRANK WENTZ,707-545-2904,SSMI_INV,Y,rssmif14d3d,"This dataset is part of the collection of Special Sensor Microwave/Imager (SSM/I) and Special Sensor Microwave Imager Sounder (SSMIS) data products produced as part of NASA's MEaSUREs Program.  Remote Sensing Systems generates SSM/I and SSMIS binary data products using a unified, physically based algorithm to simultaneously retrieve ocean wind speed (at 10 meters), water vapor, cloud water, and rain rate.  The SSMIS data have been carefully intercalibrated on the brightness temperature level with the previous SSM/I and therefore extend this important time series of ocean winds, vapor, cloud and rain values.  This algorithm is a product of 20 years of refinements, improvements, and verifications.  The Global Hydrology Resource Center has reformatted the binary data into a netCDF data product for each temporal group for each satellite.  The netCDF SSMI/SSMIS collection will be available for F8, F10, F11, F12, F14, F15, F17 for each temporal aggregation: daily, 3-day, weekly and monthly.",Y,rssmif14d3d,GHRC,,,8-Aug-12,,Y,8-Aug-12,,,,7-Aug-12,RSS SSM/I Ocean Product Grids 3-Day Average from DMSP F14 netCDF,DISCOVER,,,N,,,/ftp/public/pub/ssmi/f14/3day/data/,,,,GHRC-LT01,N,7,CARTESIAN,CARTESIAN,RSS SSM/I OCEAN PRODUCT GRIDS 3-DAY AVERAGE FROM DMSP F14 NETCDF V7,,,0,0,0,28-Jun-12,,,,,
SSM/I Products,RSS SSM/I OCEAN PRODUCT GRIDS MONTHLY AVERAGE FROM DMSP F14 NETCDF,2,1-May-97,31-Aug-08,90,-90,-180,180,GLOBAL,NETCDF,MONTHLY,.25x.25 degree grid,FRANK WENTZ,707-545-2904,SSMI_INV,Y,rssmif14m,"This dataset is part of the collection of Special Sensor Microwave/Imager (SSM/I) and Special Sensor Microwave Imager Sounder (SSMIS) data products produced as part of NASA's MEaSUREs Program.  Remote Sensing Systems generates SSM/I and SSMIS binary data products using a unified, physically based algorithm to simultaneously retrieve ocean wind speed (at 10 meters), water vapor, cloud water, and rain rate.  The SSMIS data have been carefully intercalibrated on the brightness temperature level with the previous SSM/I and therefore extend this important time series of ocean winds, vapor, cloud and rain values.  This algorithm is a product of 20 years of refinements, improvements, and verifications.  The Global Hydrology Resource Center has reformatted the binary data into a netCDF data product for each temporal group for each satellite.  The netCDF SSMI/SSMIS collection will be available for F8, F10, F11, F12, F14, F15, F17 for each temporal aggregation: daily, 3-day, weekly and monthly.",Y,rssmif14m,GHRC,,,8-Aug-12,,Y,8-Aug-12,,,,7-Aug-12,RSS SSM/I Ocean Product Grids Monthly Average from DMSP F14 netCDF,DISCOVER,,,N,,,/ftp/public/pub/ssmi/f14/monthly/data/,,,,GHRC-LT01,N,7,CARTESIAN,CARTESIAN,RSS SSM/I OCEAN PRODUCT GRIDS MONTHLY AVERAGE FROM DMSP F14 NETCDF V7,,,0,0,0,28-Jun-12,,,,,
SSM/I Products,RSS SSM/I OCEAN PRODUCT GRIDS WEEKLY AVERAGE FROM DMSP F14 NETCDF,2,4-May-97,9-Aug-08,90,-90,-180,180,GLOBAL,NETCDF,WEEKLY,.25x.25 degree grid,FRANK WENTZ,707-545-2904,SSMI_INV,Y,rssmif14w,"This dataset is part of the collection of Special Sensor Microwave/Imager (SSM/I) and Special Sensor Microwave Imager Sounder (SSMIS) data products produced as part of NASA's MEaSUREs Program.  Remote Sensing Systems generates SSM/I and SSMIS binary data products using a unified, physically based algorithm to simultaneously retrieve ocean wind speed (at 10 meters), water vapor, cloud water, and rain rate.  The SSMIS data have been carefully intercalibrated on the brightness temperature level with the previous SSM/I and therefore extend this important time series of ocean winds, vapor, cloud and rain values.  This algorithm is a product of 20 years of refinements, improvements, and verifications.  The Global Hydrology Resource Center has reformatted the binary data into a netCDF data product for each temporal group for each satellite.  The netCDF SSMI/SSMIS collection will be available for F8, F10, F11, F12, F14, F15, F17 for each temporal aggregation: daily, 3-day, weekly and monthly.",Y,rssmif14w,GHRC,,,8-Aug-12,,Y,8-Aug-12,,,,7-Aug-12,RSS SSM/I Ocean Product Grids Weekly Average from DMSP F14 netCDF,DISCOVER,,,N,,,/ftp/public/pub/ssmi/f14/weekly/data/,,,,GHRC-LT01,N,7,CARTESIAN,CARTESIAN,RSS SSM/I OCEAN PRODUCT GRIDS WEEKLY AVERAGE FROM DMSP F14 NETCDF V7,,,0,0,0,28-Jun-12,,,,,
SSM/I Products,RSS SSM/I OCEAN PRODUCT GRIDS DAILY FROM DMSP F13 NETCDF,2,3-May-95,4-Nov-09,90,-90,-180,180,GLOBAL,NETCDF,DAILY,.25x.25 degree grid,FRANK WENTZ,707-545-2904,SSMI_INV,Y,rssmif13d,"This dataset is part of the collection of Special Sensor Microwave/Imager (SSM/I) and Special Sensor Microwave Imager Sounder (SSMIS) data products produced as part of NASA's MEaSUREs Program.  Remote Sensing Systems generates SSM/I and SSMIS binary data products using a unified, physically based algorithm to simultaneously retrieve ocean wind speed (at 10 meters), water vapor, cloud water, and rain rate.  The SSMIS data have been carefully intercalibrated on the brightness temperature level with the previous SSM/I and therefore extend this important time series of ocean winds, vapor, cloud and rain values.  This algorithm is a product of 20 years of refinements, improvements, and verifications.  The Global Hydrology Resource Center has reformatted the binary data into a netCDF data product for each temporal group for each satellite.  The netCDF SSMI/SSMIS collection will be available for F8, F10, F11, F12, F14, F15, F17 for each temporal aggregation: daily, 3-day, weekly and monthly.",Y,rssmif13d,GHRC,,,8-Aug-12,,Y,8-Aug-12,,,,7-Aug-12,RSS SSM/I Ocean Product Grids Daily from DMSP F13 netCDF,DISCOVER,,,N,,,/ftp/public/pub/ssmi/f13/daily/data/,,,,GHRC-LT01,N,7,CARTESIAN,CARTESIAN,RSS SSM/I OCEAN PRODUCT GRIDS DAILY FROM DMSP F13 NETCDF V7,,,0,0,0,28-Jun-12,,,,,
SSM/I Products,RSS SSM/I OCEAN PRODUCT GRIDS 3-DAY AVERAGE FROM DMSP F13 NETCDF,2,1-May-95,4-Nov-09,90,-90,-180,180,GLOBAL,NETCDF,3 DAY,.25x.25 degree grid,FRANK WENTZ,707-545-2904,SSMI_INV,Y,rssmif13d3d,"This dataset is part of the collection of Special Sensor Microwave/Imager (SSM/I) and Special Sensor Microwave Imager Sounder (SSMIS) data products produced as part of NASA's MEaSUREs Program.  Remote Sensing Systems generates SSM/I and SSMIS binary data products using a unified, physically based algorithm to simultaneously retrieve ocean wind speed (at 10 meters), water vapor, cloud water, and rain rate.  The SSMIS data have been carefully intercalibrated on the brightness temperature level with the previous SSM/I and therefore extend this important time series of ocean winds, vapor, cloud and rain values.  This algorithm is a product of 20 years of refinements, improvements, and verifications.  The Global Hydrology Resource Center has reformatted the binary data into a netCDF data product for each temporal group for each satellite.  The netCDF SSMI/SSMIS collection will be available for F8, F10, F11, F12, F14, F15, F17 for each temporal aggregation: daily, 3-day, weekly and monthly.",Y,rssmif13d3d,GHRC,,,8-Aug-12,,Y,8-Aug-12,,,,7-Aug-12,RSS SSM/I Ocean Product Grids 3-Day Average from DMSP F13 netCDF,DISCOVER,,,N,,,/ftp/public/pub/ssmi/f13/3day/data/,,,,GHRC-LT01,N,7,CARTESIAN,CARTESIAN,RSS SSM/I OCEAN PRODUCT GRIDS 3-DAY AVERAGE FROM DMSP F13 NETCDF V7,,,0,0,0,28-Jun-12,,,,,
SSM/I Products,RSS SSM/I OCEAN PRODUCT GRIDS MONTHLY AVERAGE FROM DMSP F13 NETCDF,2,1-May-95,30-Nov-09,90,-90,-180,180,GLOBAL,NETCDF,MONTHLY,.25x.25 degree grid,FRANK WENTZ,707-545-2904,SSMI_INV,Y,rssmif13m,"This dataset is part of the collection of Special Sensor Microwave/Imager (SSM/I) and Special Sensor Microwave Imager Sounder (SSMIS) data products produced as part of NASA's MEaSUREs Program.  Remote Sensing Systems generates SSM/I and SSMIS binary data products using a unified, physically based algorithm to simultaneously retrieve ocean wind speed (at 10 meters), water vapor, cloud water, and rain rate.  The SSMIS data have been carefully intercalibrated on the brightness temperature level with the previous SSM/I and therefore extend this important time series of ocean winds, vapor, cloud and rain values.  This algorithm is a product of 20 years of refinements, improvements, and verifications.  The Global Hydrology Resource Center has reformatted the binary data into a netCDF data product for each temporal group for each satellite.  The netCDF SSMI/SSMIS collection will be available for F8, F10, F11, F12, F14, F15, F17 for each temporal aggregation: daily, 3-day, weekly and monthly.",Y,rssmif13m,GHRC,,,8-Aug-12,,Y,8-Aug-12,,,,7-Aug-12,RSS SSM/I Ocean Product Grids Monthly Average from DMSP F13 netCDF,DISCOVER,,,N,,,/ftp/public/pub/ssmi/f13/monthly/data/,,,,GHRC-LT01,N,7,CARTESIAN,CARTESIAN,RSS SSM/I OCEAN PRODUCT GRIDS MONTHLY AVERAGE FROM DMSP F13 NETCDF V7,,,0,0,0,28-Jun-12,,,,,
SSM/I Products,RSS SSM/I OCEAN PRODUCT GRIDS WEEKLY AVERAGE FROM DMSP F13 NETCDF,2,30-Apr-95,7-Nov-09,90,-90,-180,180,GLOBAL,NETCDF,WEEKLY,.25x.25 degree grid,FRANK WENTZ,707-545-2904,SSMI_INV,Y,rssmif13w,"This dataset is part of the collection of Special Sensor Microwave/Imager (SSM/I) and Special Sensor Microwave Imager Sounder (SSMIS) data products produced as part of NASA's MEaSUREs Program.  Remote Sensing Systems generates SSM/I and SSMIS binary data products using a unified, physically based algorithm to simultaneously retrieve ocean wind speed (at 10 meters), water vapor, cloud water, and rain rate.  The SSMIS data have been carefully intercalibrated on the brightness temperature level with the previous SSM/I and therefore extend this important time series of ocean winds, vapor, cloud and rain values.  This algorithm is a product of 20 years of refinements, improvements, and verifications.  The Global Hydrology Resource Center has reformatted the binary data into a netCDF data product for each temporal group for each satellite.  The netCDF SSMI/SSMIS collection will be available for F8, F10, F11, F12, F14, F15, F17 for each temporal aggregation: daily, 3-day, weekly and monthly.",Y,rssmif13w,GHRC,,,8-Aug-12,,Y,8-Aug-12,,,,7-Aug-12,RSS SSM/I Ocean Product Grids Weekly Average from DMSP F13 netCDF,DISCOVER,,,N,,,/ftp/public/pub/ssmi/f13/weekly/data/,,,,GHRC-LT01,N,7,CARTESIAN,CARTESIAN,RSS SSM/I OCEAN PRODUCT GRIDS WEEKLY AVERAGE FROM DMSP F13 NETCDF V7,,,0,0,0,28-Jun-12,,,,,
SSM/I Products,RSS SSM/I OCEAN PRODUCT GRIDS DAILY FROM DMSP F11 NETCDF,2,3-Dec-91,16-May-00,90,-90,-180,180,GLOBAL,NETCDF,DAILY,.25x.25 degree grid,FRANK WENTZ,707-545-2904,SSMI_INV,Y,rssmif11d,"This dataset is part of the collection of Special Sensor Microwave/Imager (SSM/I) and Special Sensor Microwave Imager Sounder (SSMIS) data products produced as part of NASA's MEaSUREs Program.  Remote Sensing Systems generates SSM/I and SSMIS binary data products using a unified, physically based algorithm to simultaneously retrieve ocean wind speed (at 10 meters), water vapor, cloud water, and rain rate.  The SSMIS data have been carefully intercalibrated on the brightness temperature level with the previous SSM/I and therefore extend this important time series of ocean winds, vapor, cloud and rain values.  This algorithm is a product of 20 years of refinements, improvements, and verifications.  The Global Hydrology Resource Center has reformatted the binary data into a netCDF data product for each temporal group for each satellite.  The netCDF SSMI/SSMIS collection will be available for F8, F10, F11, F12, F14, F15, F17 for each temporal aggregation: daily, 3-day, weekly and monthly.",Y,rssmif11d,GHRC,,,8-Aug-12,,Y,8-Aug-12,,,,7-Aug-12,RSS SSM/I Ocean Product Grids Daily from DMSP F11 netCDF,DISCOVER,,,N,,,/ftp/public/pub/ssmi/f11/daily/data/,,,,GHRC-LT01,N,7,CARTESIAN,CARTESIAN,RSS SSM/I OCEAN PRODUCT GRIDS DAILY FROM DMSP F11 NETCDF V7,,,0,0,0,28-Jun-12,,,,,
SSM/I Products,RSS SSM/I OCEAN PRODUCT GRIDS 3-DAY AVERAGE FROM DMSP F11 NETCDF,2,1-Dec-91,16-May-00,90,-90,-180,180,GLOBAL,NETCDF,3 DAY,.25x.25 degree grid,FRANK WENTZ,707-545-2904,SSMI_INV,Y,rssmif11d3d,"This dataset is part of the collection of Special Sensor Microwave/Imager (SSM/I) and Special Sensor Microwave Imager Sounder (SSMIS) data products produced as part of NASA's MEaSUREs Program.  Remote Sensing Systems generates SSM/I and SSMIS binary data products using a unified, physically based algorithm to simultaneously retrieve ocean wind speed (at 10 meters), water vapor, cloud water, and rain rate.  The SSMIS data have been carefully intercalibrated on the brightness temperature level with the previous SSM/I and therefore extend this important time series of ocean winds, vapor, cloud and rain values.  This algorithm is a product of 20 years of refinements, improvements, and verifications.  The Global Hydrology Resource Center has reformatted the binary data into a netCDF data product for each temporal group for each satellite.  The netCDF SSMI/SSMIS collection will be available for F8, F10, F11, F12, F14, F15, F17 for each temporal aggregation: daily, 3-day, weekly and monthly.",Y,rssmif11d3d,GHRC,,,8-Aug-12,,Y,8-Aug-12,,,,7-Aug-12,RSS SSM/I Ocean Product Grids 3-Day Average from DMSP F11 netCDF,DISCOVER,,,N,,,/ftp/public/pub/ssmi/f11/3day/data/,,,,GHRC-LT01,N,7,CARTESIAN,CARTESIAN,RSS SSM/I OCEAN PRODUCT GRIDS 3-DAY AVERAGE FROM DMSP F11 NETCDF V7,,,0,0,0,28-Jun-12,,,,,
SSM/I Products,RSS SSM/I OCEAN PRODUCT GRIDS MONTHLY AVERAGE FROM DMSP F11 NETCDF,2,1-Dec-91,31-May-00,90,-90,-180,180,GLOBAL,NETCDF,MONTHLY,.25x.25 degree grid,FRANK WENTZ,707-545-2904,SSMI_INV,Y,rssmif11m,"This dataset is part of the collection of Special Sensor Microwave/Imager (SSM/I) and Special Sensor Microwave Imager Sounder (SSMIS) data products produced as part of NASA's MEaSUREs Program.  Remote Sensing Systems generates SSM/I and SSMIS binary data products using a unified, physically based algorithm to simultaneously retrieve ocean wind speed (at 10 meters), water vapor, cloud water, and rain rate.  The SSMIS data have been carefully intercalibrated on the brightness temperature level with the previous SSM/I and therefore extend this important time series of ocean winds, vapor, cloud and rain values.  This algorithm is a product of 20 years of refinements, improvements, and verifications.  The Global Hydrology Resource Center has reformatted the binary data into a netCDF data product for each temporal group for each satellite.  The netCDF SSMI/SSMIS collection will be available for F8, F10, F11, F12, F14, F15, F17 for each temporal aggregation: daily, 3-day, weekly and monthly.",Y,rssmif11m,GHRC,,,8-Aug-12,,Y,8-Aug-12,,,,7-Aug-12,RSS SSM/I Ocean Product Grids Monthly Average from DMSP F11 netCDF,DISCOVER,,,N,,,/ftp/public/pub/ssmi/f11/monthly/data/,,,,GHRC-LT01,N,7,CARTESIAN,CARTESIAN,RSS SSM/I OCEAN PRODUCT GRIDS MONTHLY AVERAGE FROM DMSP F11 NETCDF V7,,,0,0,0,28-Jun-12,,,,,
